STATE;GRANTEE;OWNER;OBJECT_TYPE;TABLE_NAME;GRANTOR;PRIVILEGE;GRANTABLE;HIERARCHY
O;DBREAD;VBLCZ_BASE_200;MATERIALIZED VIEW;F_USER_MV;VBLCZ_BASE_200;SELECT;NO;NO
O;DBREAD;VBLCZ_BASE_200;TABLE;F_USER_MV;VBLCZ_BASE_200;SELECT;NO;NO
O;DBREAD;VBLCZ_BASE_200;TABLE;F_VINPORFOLIO_TMP;VBLCZ_BASE_200;SELECT;NO;NO
O;DBREAD;VBLCZ_BASE_200;TABLE;F_VINPORTFOLIO_MV;VBLCZ_BASE_200;SELECT;NO;NO
O;DBREAD;VBLCZ_BASE_200;MATERIALIZED VIEW;F_VINPORTFOLIO_MV;VBLCZ_BASE_200;SELECT;NO;NO
O;DBREAD;VBLCZ_BASE_200;TABLE;LOGGER_LOGS;VBLCZ_BASE_200;SELECT;NO;NO
O;DBREAD;VBLCZ_BASE_200;TABLE;LOGGER_LOGS_APEX_ITEMS;VBLCZ_BASE_200;SELECT;NO;NO
O;DBREAD;VBLCZ_BASE_200;VIEW;LOGGER_LOGS_TERSE;VBLCZ_BASE_200;SELECT;NO;NO
O;DBREAD;VBLCZ_BASE_200;VIEW;LOGGER_LOGS_5_MIN;VBLCZ_BASE_200;SELECT;NO;NO
O;DBREAD;VBLCZ_BASE_200;VIEW;LOGGER_LOGS_60_MIN;VBLCZ_BASE_200;SELECT;NO;NO
O;DBREAD;VBLCZ_BASE_200;TABLE;LOGGER_PREFS;VBLCZ_BASE_200;SELECT;NO;NO
O;DBREAD;VBLCZ_BASE_200;TABLE;LOGGER_PREFS_BY_CLIENT_ID;VBLCZ_BASE_200;SELECT;NO;NO
O;DBREAD;VBLCZ_BASE_200;TABLE;TEMP1;VBLCZ_BASE_200;SELECT;NO;NO
N;DBREAD;VBLCZ_BASE_200;VIEW;XR_USER;VBLCZ_BASE_200;SELECT ;NO;NO
