STATE;GRANTEE;OWNER;OBJECT_TYPE;TABLE_NAME;GRANTOR;PRIVILEGE;GRANTABLE;HIERARCHY
O;DBREAD;VBLCZ_APEX_200;VIEW;R_ZADOSTICOVIN_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;R_ZADOSTISOLUS_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;R_ZADOST_LOG;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;R_ZADOSTOWNREP_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;S_FINANCOVANITYP_REF;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;S_KLIENTDRUH_REF;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;S_MBSAZBA_REF;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;S_MENA_REF;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;S_OLTYP_REF;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;S_POJISTENIPRIPTYP_REF;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;S_POJISTENIRIZIKOTYP_REF;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;S_PREDMETPODSKUPINA_REF;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;S_PREDMETSKUPINA_REF;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;S_PREDMETZNACKA_REF;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;S_RATING_ACIS;VBLCZ_APEX_200;SELECT;NO;NO
